nome,produto,instituicao_display_name,prazo_original,meses_restantes,tipo_grupo,vagas_totais,vagas_disponiveis,data_vencimento,data_assembleia,participa_assembleia,taxa_administracao_total,taxa_administracao_antecipada,fundo_reserva,seguro_vida,redutor,lance_embutido,lance_fixo,media_lance,lance_minimo,lance_maximo,lances_contemplados
I0309,Imóvel,Porto,200,176,Em Andamento,48,48,15/08/2025,21/08/2025,23,19.00,2.00,2.00,0.038,25.00,30.00,40.00,63.88,0.95,94.87,1
I0308,Imóvel,Porto,200,176,Em Andamento,255,255,15/08/2025,21/08/2025,23,23.00,2.00,2.00,0.038,25.00,30.00,40.00,61.77,0.95,94.98,0
I0307,Imóvel,Porto,200,175,Em Andamento,167,167,15/08/2025,21/08/2025,24,23.00,2.00,0.50,0.038,25.00,30.00,40.00,61.25,0.92,92.40,12
I0306,Imóvel,Porto,200,176,Em Andamento,102,102,15/08/2025,21/08/2025,23,19.00,2.00,0.50,0.038,25.00,30.00,40.00,61.80,0.93,92.60,3
I0305,Imóvel,Porto,200,173,Em Andamento,50,50,15/08/2025,21/08/2025,26,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.58,0.93,93.22,6
I0304,Imóvel,Porto,200,173,Em Andamento,81,81,15/08/2025,21/08/2025,26,19.00,2.00,0.50,0.038,25.00,30.00,40.00,62.91,0.94,93.68,4
I0303,Imóvel,Porto,200,176,Em Andamento,48,48,15/08/2025,21/08/2025,23,21.00,2.00,2.00,0.038,25.00,30.00,40.00,61.88,0.95,94.94,5
I0302,Imóvel,Porto,200,176,Em Andamento,75,75,15/08/2025,21/08/2025,23,21.00,2.00,2.00,0.038,25.00,30.00,40.00,61.92,0.95,94.94,2
I0301,Imóvel,Porto,200,175,Em Andamento,44,44,15/08/2025,21/08/2025,24,21.00,2.00,0.50,0.038,25.00,30.00,40.00,66.02,0.92,91.88,4
I0300,Imóvel,Porto,200,173,Em Andamento,162,162,15/08/2025,21/08/2025,26,21.00,2.00,0.50,0.038,25.00,30.00,40.00,58.83,0.93,93.39,7
I0299,Imóvel,Porto,200,176,Em Andamento,81,81,15/08/2025,21/08/2025,23,23.00,2.00,2.00,0.038,25.00,30.00,40.00,59.08,0.95,94.73,4
I0298,Imóvel,Porto,200,174,Em Andamento,111,111,15/08/2025,21/08/2025,25,23.00,2.00,0.50,0.038,25.00,30.00,40.00,56.13,0.94,93.76,3
I0297,Imóvel,Porto,200,173,Em Andamento,58,58,15/08/2025,21/08/2025,26,23.00,2.00,0.50,0.038,25.00,30.00,40.00,62.75,0.94,93.75,7
I0296,Imóvel,Porto,200,172,Em Andamento,109,109,15/08/2025,21/08/2025,27,19.00,2.00,0.50,0.038,25.00,30.00,40.00,62.24,0.94,93.57,2
I0295,Imóvel,Porto,200,173,Em Andamento,119,119,15/08/2025,21/08/2025,26,21.00,2.00,0.50,0.038,25.00,30.00,40.00,60.04,0.93,93.42,5
I0294,Imóvel,Porto,200,172,Em Andamento,168,168,15/08/2025,21/08/2025,27,23.00,2.00,0.50,0.038,25.00,30.00,40.00,60.85,0.93,93.15,4
I0293,Imóvel,Porto,200,172,Em Andamento,114,114,15/08/2025,21/08/2025,27,21.00,2.00,0.50,0.038,25.00,30.00,40.00,63.75,0.91,91.14,4
I0292,Imóvel,Porto,200,172,Em Andamento,154,154,15/08/2025,21/08/2025,27,23.00,2.00,0.50,0.038,25.00,30.00,40.00,59.49,0.91,91.23,2
I0291,Imóvel,Porto,200,165,Em Andamento,184,184,15/08/2025,21/08/2025,34,23.00,2.00,0.50,0.038,25.00,30.00,40.00,57.88,0.93,92.51,5
I0290,Imóvel,Porto,200,176,Em Andamento,248,248,15/08/2025,21/08/2025,23,17.50,2.00,2.00,0.038,25.00,30.00,0,62.84,0.96,95.62,2
I0289,Imóvel,Porto,200,174,Em Andamento,190,190,15/08/2025,21/08/2025,25,17.50,2.00,0.50,0.038,25.00,30.00,0,63.79,0.94,93.55,2
I0288,Imóvel,Porto,200,164,Em Andamento,81,81,15/08/2025,21/08/2025,35,17.50,2.00,0.50,0.038,25.00,30.00,0,64.58,0.93,93.20,4
I0287,Imóvel,Porto,200,165,Em Andamento,73,73,15/08/2025,21/08/2025,34,21.00,2.00,0.50,0.038,25.00,30.00,40.00,62.44,0.97,96.96,4
I0286,Imóvel,Porto,200,164,Em Andamento,52,52,15/08/2025,21/08/2025,35,21.00,2.00,0.50,0.038,25.00,30.00,40.00,62.99,0.92,92.20,6
I0285,Imóvel,Porto,200,164,Em Andamento,104,104,15/08/2025,21/08/2025,35,21.00,2.00,0.50,0.038,25.00,30.00,40.00,63.22,0.90,89.64,1
I0284,Imóvel,Porto,200,172,Em Andamento,34,34,15/08/2025,21/08/2025,27,19.00,2.00,0.50,0.038,25.00,30.00,40.00,58.98,0.45,90.29,7
I0283,Imóvel,Porto,200,164,Em Andamento,69,69,15/08/2025,21/08/2025,35,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.85,0.46,92.37,2
I0282,Imóvel,Porto,200,164,Em Andamento,30,30,15/08/2025,21/08/2025,35,19.00,2.00,0.50,0.038,25.00,30.00,40.00,64.55,0.46,92.10,0
I0281,Imóvel,Porto,200,162,Em Andamento,26,26,15/08/2025,21/08/2025,37,21.00,2.00,0.50,0.038,25.00,30.00,40.00,56.29,0.91,91.15,0
I0280,Imóvel,Porto,200,164,Em Andamento,37,37,15/08/2025,21/08/2025,35,19.00,2.00,0.50,0.038,25.00,30.00,40.00,64.07,0.93,92.61,2
I0279,Imóvel,Porto,200,162,Em Andamento,71,71,15/08/2025,21/08/2025,37,21.00,2.00,0.50,0.038,25.00,30.00,40.00,61.37,0.88,87.83,1
I0278,Imóvel,Porto,200,164,Em Andamento,144,144,15/08/2025,21/08/2025,35,23.00,2.00,0.50,0.038,25.00,30.00,40.00,58.57,0.92,92.28,0
I0277,Imóvel,Porto,200,164,Em Andamento,186,186,15/08/2025,21/08/2025,35,23.00,2.00,0.50,0.038,25.00,30.00,40.00,58.20,0.92,92.28,4
I0276,Imóvel,Porto,200,162,Em Andamento,117,117,15/08/2025,21/08/2025,37,23.00,2.00,0.50,0.038,25.00,30.00,40.00,58.07,0.89,88.88,4
I0275,Imóvel,Porto,200,162,Em Andamento,14,14,15/08/2025,21/08/2025,37,19.00,2.00,0.50,0.038,25.00,30.00,40.00,59.76,0.88,88.16,2
I0274,Imóvel,Porto,200,162,Em Andamento,63,63,15/08/2025,21/08/2025,37,17.50,2.00,0.50,0.038,25.00,30.00,0,62.85,0.88,88.37,0
I0273,Imóvel,Porto,200,160,Em Andamento,23,23,15/08/2025,21/08/2025,39,19.00,2.00,0.50,0.038,25.00,30.00,40.00,63.08,0.86,85.79,3
I0272,Imóvel,Porto,200,161,Em Andamento,72,72,15/08/2025,21/08/2025,38,21.00,2.00,0.50,0.038,25.00,30.00,40.00,61.40,0.88,87.83,1
I0271,Imóvel,Porto,200,162,Em Andamento,69,69,15/08/2025,21/08/2025,37,23.00,2.00,0.50,0.038,25.00,30.00,40.00,61.83,0.88,88.18,7
I0270,Imóvel,Porto,200,160,Em Andamento,25,25,15/08/2025,21/08/2025,39,17.50,2.00,0.50,0.038,25.00,30.00,0,66.42,0.88,88.47,2
I0269,Imóvel,Porto,200,159,Em Andamento,54,54,15/08/2025,21/08/2025,40,21.00,2.00,0.50,0.038,25.00,30.00,40.00,64.67,0.85,85.39,0
I0268,Imóvel,Porto,200,161,Em Andamento,94,94,15/08/2025,21/08/2025,38,23.00,2.00,0.50,0.038,25.00,30.00,40.00,53.03,0.91,90.51,2
I0267,Imóvel,Porto,200,158,Em Andamento,113,113,15/08/2025,21/08/2025,41,23.00,2.00,0.50,0.038,25.00,30.00,40.00,53.78,0.85,85.02,1
I0266,Imóvel,Porto,200,157,Em Andamento,30,30,15/08/2025,21/08/2025,42,19.00,2.00,0.50,0.038,25.00,30.00,40.00,64.00,0.85,84.54,4
I0265,Imóvel,Porto,200,156,Em Andamento,129,129,15/08/2025,21/08/2025,43,23.00,2.00,0.50,0.038,25.00,30.00,40.00,59.39,0.85,84.74,4
I0264,Imóvel,Porto,200,157,Em Andamento,18,18,15/08/2025,21/08/2025,42,21.00,2.00,0.50,0.038,25.00,30.00,40.00,60.12,0.85,85.06,0
I0263,Imóvel,Porto,200,156,Em Andamento,51,51,15/08/2025,21/08/2025,43,19.00,2.00,0.50,0.038,25.00,30.00,40.00,64.82,0.77,77.14,2
I0262,Imóvel,Porto,200,153,Em Andamento,112,112,15/08/2025,21/08/2025,46,23.00,2.00,0.50,0.038,25.00,30.00,40.00,62.93,0.83,83.41,0
I0261,Imóvel,Porto,200,152,Em Andamento,95,95,15/08/2025,21/08/2025,47,23.00,2.00,0.50,0.038,25.00,30.00,40.00,61.38,0.83,83.41,0
I0260,Imóvel,Porto,200,154,Em Andamento,133,133,15/08/2025,21/08/2025,45,23.00,2.00,0.50,0.038,25.00,30.00,40.00,59.80,0.84,83.99,1
I0259,Imóvel,Porto,200,156,Em Andamento,52,52,15/08/2025,21/08/2025,43,23.00,2.00,0.50,0.038,25.00,30.00,40.00,59.14,0.84,83.89,1
I0258,Imóvel,Porto,200,155,Em Andamento,34,34,15/08/2025,21/08/2025,44,19.00,2.00,0.50,0.038,25.00,30.00,40.00,63.53,0.85,84.55,2
I0257,Imóvel,Porto,200,154,Em Andamento,56,56,15/08/2025,21/08/2025,45,19.00,2.00,0.50,0.038,25.00,30.00,40.00,62.14,0.84,83.67,1
I0256,Imóvel,Porto,200,153,Em Andamento,44,44,15/08/2025,21/08/2025,46,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.97,0.81,81.11,5
I0255,Imóvel,Porto,200,152,Em Andamento,46,46,15/08/2025,21/08/2025,47,19.00,2.00,0.50,0.038,25.00,30.00,40.00,56.99,0.83,83.28,1
I0254,Imóvel,Porto,200,152,Em Andamento,28,28,15/08/2025,21/08/2025,47,19.00,2.00,0.50,0.038,25.00,30.00,40.00,58.20,0.83,82.77,2
I0253,Imóvel,Porto,200,150,Em Andamento,40,40,15/08/2025,21/08/2025,49,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.67,0.83,82.52,1
I0252,Imóvel,Porto,200,150,Em Andamento,28,28,15/08/2025,21/08/2025,49,19.00,2.00,0.50,0.038,25.00,30.00,40.00,63.53,0.82,82.00,2
I0251,Imóvel,Porto,200,149,Em Andamento,28,28,15/08/2025,21/08/2025,50,19.00,2.00,0.50,0.038,25.00,30.00,40.00,58.60,0.82,82.14,2
I0250,Imóvel,Porto,200,148,Em Andamento,61,61,15/08/2025,21/08/2025,51,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.17,0.81,81.27,0
I0249,Imóvel,Porto,200,147,Em Andamento,37,37,15/08/2025,21/08/2025,52,19.00,2.00,0.50,0.038,25.00,30.00,40.00,66.76,0.81,80.89,1
I0248,Imóvel,Porto,200,155,Em Andamento,55,55,15/08/2025,21/08/2025,44,21.00,2.00,0.50,0.038,25.00,30.00,40.00,58.74,0.84,83.95,6
I0247,Imóvel,Porto,200,153,Em Andamento,54,54,15/08/2025,21/08/2025,46,21.00,2.00,0.50,0.038,25.00,30.00,40.00,60.92,0.84,83.72,2
I0246,Imóvel,Porto,200,152,Em Andamento,89,89,15/08/2025,21/08/2025,47,21.00,2.00,0.50,0.038,25.00,30.00,40.00,63.14,0.83,83.35,2
I0245,Imóvel,Porto,200,152,Em Andamento,71,71,15/08/2025,21/08/2025,47,21.00,2.00,0.50,0.038,25.00,30.00,40.00,67.22,0.83,82.77,2
I0244,Imóvel,Porto,200,150,Em Andamento,58,58,15/08/2025,21/08/2025,49,21.00,2.00,0.50,0.038,25.00,30.00,40.00,59.62,0.82,81.64,2
I0243,Imóvel,Porto,200,149,Em Andamento,7,7,15/08/2025,21/08/2025,50,21.00,2.00,0.50,0.038,25.00,30.00,40.00,58.60,0.82,82.21,0
I0242,Imóvel,Porto,200,147,Em Andamento,23,23,15/08/2025,21/08/2025,52,21.00,2.00,0.50,0.038,25.00,30.00,40.00,59.51,0.81,80.89,0
I0239,Imóvel,Porto,200,143,Em Andamento,12,12,15/08/2025,21/08/2025,56,21.00,2.00,0.50,0.038,25.00,30.00,40.00,65.20,0.75,74.64,1
I0237,Imóvel,Porto,200,152,Em Andamento,81,81,15/08/2025,21/08/2025,47,23.00,2.00,0.50,0.038,25.00,30.00,40.00,58.94,0.83,82.77,0
I0236,Imóvel,Porto,200,152,Em Andamento,132,132,15/08/2025,21/08/2025,47,23.00,2.00,0.50,0.038,25.00,30.00,40.00,61.00,0.83,82.69,1
I0235,Imóvel,Porto,200,150,Em Andamento,97,97,15/08/2025,21/08/2025,49,23.00,2.00,0.50,0.038,25.00,30.00,40.00,63.52,0.82,82.02,1
I0234,Imóvel,Porto,200,149,Em Andamento,22,22,15/08/2025,21/08/2025,50,23.00,2.00,0.50,0.038,25.00,30.00,40.00,62.33,0.83,83.19,4
I0233,Imóvel,Porto,200,149,Em Andamento,13,13,15/08/2025,21/08/2025,50,23.00,2.00,0.50,0.038,25.00,30.00,40.00,62.30,0.85,85.17,5
I0232,Imóvel,Porto,200,148,Em Andamento,80,80,15/08/2025,21/08/2025,51,23.00,2.00,0.50,0.038,25.00,30.00,40.00,60.01,0.81,81.27,4
I0231,Imóvel,Porto,200,145,Em Andamento,31,31,15/08/2025,21/08/2025,54,23.00,2.00,0.50,0.038,25.00,30.00,40.00,60.19,0.80,79.77,3
I0225,Imóvel,Porto,200,147,Em Andamento,28,28,15/08/2025,21/08/2025,52,19.00,2.00,0.50,0.038,25.00,30.00,40.00,59.40,0.40,80.89,1
I0224,Imóvel,Porto,200,145,Em Andamento,52,52,15/08/2025,21/08/2025,54,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.00,0.40,80.14,5
I0223,Imóvel,Porto,200,143,Em Andamento,43,43,15/08/2025,21/08/2025,56,19.00,2.00,0.50,0.038,25.00,30.00,40.00,60.60,0.40,79.39,4
I0221,Imóvel,Porto,200,142,Em Andamento,63,63,15/08/2025,21/08/2025,57,19.00,2.00,0.50,0.038,25.00,30.00,40.00,61.78,0.40,79.02,6
I0220,Imóvel,Porto,200,141,Em Andamento,23,23,15/08/2025,21/08/2025,58,19.00,2.00,0.50,0.038,25.00,30.00,40.00,63.37,0.39,78.64,3
I0219,Imóvel,Porto,200,140,Em Andamento,70,70,15/08/2025,21/08/2025,59,19.00,2.00,0.50,0.038,25.00,30.00,40.00,67.47,0.39,78.26,1
I0218,Imóvel,Porto,200,140,Em Andamento,37,37,15/08/2025,21/08/2025,59,19.00,2.00,0.50,0.038,25.00,30.00,40.00,62.13,0.39,78.26,4
I0190,Imóvel,Porto,200,104,Em Andamento,1,1,15/08/2025,21/08/2025,95,21.00,2.00,0.50,0.038,0,30.00,40.00,52.58,0.27,53.00,2
CA021,Imóvel,Porto,200,132,Em Andamento,13,13,15/08/2025,21/08/2025,67,18.00,2.00,0.50,0.038,30.00,0,40.00,57.56,0.72,71.68,3
CA020,Imóvel,Porto,200,131,Em Andamento,9,9,15/08/2025,21/08/2025,68,18.00,2.00,0.50,0.038,30.00,0,40.00,59.98,0.78,77.84,0
CA019,Imóvel,Porto,200,130,Em Andamento,30,30,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,53.07,0.79,78.50,5
CA018,Imóvel,Porto,200,130,Em Andamento,39,39,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,60.37,0.77,77.47,4
CA017,Imóvel,Porto,200,130,Em Andamento,4,4,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,54.49,0.77,77.09,1
CA016,Imóvel,Porto,200,130,Em Andamento,53,53,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,58.30,0.77,77.48,2
CA015,Imóvel,Porto,200,130,Em Andamento,69,69,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,59.28,0.79,78.99,2
CA014,Imóvel,Porto,200,130,Em Andamento,27,27,15/08/2025,21/08/2025,69,18.00,2.00,0.50,0.038,30.00,0,40.00,55.15,0.76,76.22,4
CA013,Imóvel,Porto,200,129,Em Andamento,5,5,15/08/2025,21/08/2025,70,18.00,2.00,0.50,0.038,30.00,0,40.00,57.80,0.77,76.92,1
